,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_DESC,WEBSITE,LEVEL_,ENROLLMENT,Private
441,COVENANT CHRISTIAN SCHOOL,1001 N GRAPE DR,MOSES LAKE,WA,98837,(509) 762-9060,61,GRANT,47.142463203,-119.29345584,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB170409,3,56,yes
442,INDEPENDENCE HIGH SCHOOL,121 ALDER DR,SEDRO WOOLLEY,WA,98284,(360) 595-2630,19,WHATCOM,48.646088514,-122.331869965,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB170411,3,18,yes
443,FAMILY ACADEMY,23420 JORDAN RD,ARLINGTON,WA,98223,(425) 346-9423,8,SNOHOMISH,48.208754441,-122.09908543,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB162951,3,7,yes
444,ALFAJER SCHOOL,8430 RAINIER AVE S,SEATTLE,WA,98118,(206) 747-9036,17,KING,47.654447682,-122.395959283,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703712,1,13,yes
445,ALL SAINTS SCHOOL SPOKANE,3510 E 18TH AVE,SPOKANE,WA,99223,(509) 624-5712,367,SPOKANE,47.624313971,-117.388652101,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703713,1,346,yes
446,THE BEAR CREEK SCHOOL,8905 208TH AVE NE,REDMOND,WA,98053,(425) 890-9571,781,KING,47.681243336,-122.065445316,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141099,3,715,yes
447,BIG LEAF MONTESSORI SCHOOL,1428 22ND AVE,LONGVIEW,WA,98632,(360) 200-8976,16,COWLITZ,46.140839612,-122.945470895,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703717,1,15,yes
448,BROCK'S ACADEMY,17636 140TH AVE NE,WOODINVILLE,WA,98072,(425) 483-1353,16,KING,47.755486733,-122.151733402,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703720,3,10,yes
449,CASCADE CHRISTIAN SCHOOL MCALDER ELEMENTARY,15502 96TH ST E,PUYALLUP,WA,98372,(253) 256-4382,107,PIERCE,47.16879455,-122.221656876,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703723,1,95,yes
450,CASCADES MONTESSORI MIDDLE,2710 MCKENZIE AVE,BELLINGHAM,WA,98225,(360) 306-8723,32,WHATCOM,48.718995018,-122.481741987,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703725,2,29,yes
451,CORNERSTONE ACADEMY,16910 161ST AVE SE,SNOHOMISH,WA,98290,(425) 892-3030,62,SNOHOMISH,47.84422805,-122.015110285,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703729,3,52,yes
452,DERECH EMUNAH,5142 S HOLLY ST,SEATTLE,WA,98118,(206) 402-6621,33,KING,47.543942192,-122.267982406,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703736,2,25,yes
453,DERECH EMUNAH DBA SEATTLE JEWISH GIRLS HIGH SCHOOL,5142 S HOLLY ST,SEATTLE,WA,98118,(888) 944-1043,29,KING,47.54396695,-122.267979958,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703737,2,25,yes
454,EASTSIDE ACADEMY--REDMOND,9900 WILLOWS RD NE,REDMOND,WA,98052,(425) 895-2413,19,KING,47.689096229,-122.139197696,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703739,2,16,yes
455,EATON ARROWSMITH ACADEMY,17946 NE 65TH ST,REDMOND,WA,98052,(425) 861-8327,32,KING,47.664508392,-122.101663441,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703740,3,28,yes
456,EMERALD CITY SCHOOL,520 DENNY WAY,SEATTLE,WA,98109,(206) 209-0950,19,KING,47.618846321,-122.347214173,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703742,1,16,yes
457,EVERGREEN ACADEMY,16017 118TH PL NE,BOTHELL,WA,98011,(425) 488-8000,142,KING,47.744400833,-122.182158631,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1592216,1,125,yes
458,EVERGREEN ACADEMY,12233 116TH AVE NE,KIRKLAND,WA,98034,(425) 820-2781,152,KING,47.710415775,-122.187077083,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1592218,1,122,yes
459,FAITH LUTHERAN SCHOOL,7075 PACIFIC AVE SE,LACEY,WA,98503,(360) 491-1733,96,THURSTON,47.041330998,-122.786022672,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504016,1,88,yes
460,FIRM FOUNDATION CHRISTIAN SCHOOL,1919 SW 25TH AVE,BATTLE GROUND,WA,98604,(360) 687-8382,313,CLARK,45.766982429,-122.562426083,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303559,3,290,yes
461,HOLY TRINITY LUTHERAN SCHOOL,2021 S 260TH ST,DES MOINES,WA,98198,(253) 839-6516,138,KING,47.36837275,-122.307158888,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703749,1,129,yes
462,IMMACULATE CONCEPTION / OLPH,2508 HOYT AVE,EVERETT,WA,98201,(425) 349-7777,251,SNOHOMISH,47.984172957,-122.210270684,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703752,1,235,yes
463,JOYFUL SCHOLARS MONTESSORI ELEMENTARY SCHOOL,12 N CHELAN AVE,WENATCHEE,WA,98801,(509) 699-8286,48,CHELAN,47.428397895,-120.315776304,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703756,1,41,yes
464,JUBILEE LEADERSHIP ACADEMY,29 JUBILEE CIR,PRESCOTT,WA,99348,(509) 749-2103,23,WALLA WALLA,46.38135977,-118.648061761,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703757,2,21,yes
465,K SCHOOL,2021 S 260TH ST,DES MOINES,WA,98198,(253) 529-1805,35,KING,47.368374589,-122.307112972,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703758,3,32,yes
466,KIDS UNLIMITED DBA TREE HILL LEARNING CENTR,3500 SE 196TH AVE,CAMAS,WA,98607,(360) 833-1230,7,CLARK,45.595791549,-122.472751398,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703759,1,6,yes
467,LIGHT OF FAITH CHRISTIAN ACADEMY,18008 BOTHELL EVERETT HWY # H,BOTHELL,WA,98012,(425) 419-4129,12,SNOHOMISH,47.83385604,-122.211222527,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1303649,3,8,yes
468,LIVING MONTESSORI ACADEMY,2445 140TH AVE NE STE B200,BELLEVUE,WA,98005,(425) 373-5437,17,KING,47.632464881,-122.154696791,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1102340,1,10,yes
469,LOG CHURCH CHRISTIAN SCHOOL,209 S 4TH ST,BREWSTER,WA,98812,(509) 689-2224,92,OKANOGAN,48.095048255,-119.782774712,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1790547,3,85,yes
470,LYNDEN CHRISTIAN SCHOOLS: ADMINISTRATION,515 DRAYTON ST,LYNDEN,WA,98264,(360) 318-9525,1089,WHATCOM,48.948871751,-122.44646889,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703761,3,992,yes
471,MISSON CREEK CHRISTIAN EDUCATION CENTER,51 HAROLD YOUNG RD,SOUTH BEND,WA,98586,(360) 875-6052,9,PACIFIC,46.620526074,-123.832558439,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703763,2,8,yes
472,NORTH COAST MONTESSORI SCHOOL,21 SEABROOK AVE,PACIFIC BEACH,WA,98571,(206) 334-0184,20,GRAYS HARBOR,47.194885081,-124.197574202,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703764,1,17,yes
473,NORTHWEST LIBERTY SCHOOL,13120 NE 177TH PL A104,WOODINVILLE,WA,98072,(425) 420-1236,143,KING,47.756333956,-122.164852263,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504031,2,142,yes
474,NUEVA ESPERANZA LEADERSHIP ACADEMY,1111 FISHOOK PARK RD,PRESCOTT,WA,99348,(509) 749-2138,38,WALLA WALLA,46.314909488,-118.724792686,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703767,1,35,yes
475,RENTON PREPARATORY CHRISTIAN SCHOOL,200 MILL AVE S STE 100,RENTON,WA,98057,(206) 723-5526,368,KING,47.481373114,-122.201780749,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703772,3,336,yes
476,RESTART LEADERSHIP ACADEMY,30001 138TH PL SE,MONROE,WA,98272,(800) 682-6934,9,SNOHOMISH,47.874097131,-121.829088175,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703773,2,7,yes
477,RIVERWOOD COMMUNITY SCHOOL,146-B BUENA VISTA DR,COLVILLE,WA,99114,(509) 936-0157,39,STEVENS,48.562354688,-117.91864371,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703774,1,35,yes
478,ROOT ACADEMY,2332 N 116TH ST,SEATTLE,WA,98133,(206) 291-5526,10,KING,47.67444978,-122.362606377,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703775,1,8,yes
479,SALISH SCHOOL OF SPOKANE,4125 N MAPLE ST,SPOKANE,WA,99205,(509) 325-2018,33,SPOKANE,47.696267962,-117.435421465,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703776,1,31,yes
480,SALISH SEA DEAF SCHOOL,715 SEAFARERS WAY STE 102,ANACORTES,WA,98221,(360) 419-6946,12,SKAGIT,48.465689639,-122.342857529,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703777,3,10,yes
481,SEATTLE WALDORF HIGH SCHOOL,777 62ND AVE NE,SEATTLE,WA,98115,(206) 522-2644,106,KING,47.687862223,-122.264964287,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703780,2,89,yes
482,SPRING ACADEMY,11304 8TH AVE NE STE 6,SEATTLE,WA,98125,(206) 363-3600,22,KING,47.700068471,-122.326769734,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141088,2,19,yes
483,ST JOSEPH'S CATHOLIC SCHOOL,901 W 4TH AVE,KENNEWICK,WA,99336,(509) 586-0481,221,BENTON,46.204913461,-119.130847186,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461399,1,206,yes
484,ST ALOYSIUS CATHOLIC SCHOOL,611 E MISSION,SPOKANE,WA,99202,(509) 489-7825,305,SPOKANE,47.671957875,-117.40040881,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1790552,1,290,yes
485,ST FRANCIS PREPARATORY SCHOOL,1904 HIGHLAND DR,PROSSER,WA,99350,(509) 396-8586,4,BENTON,46.205175917,-119.75012603,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703782,2,2,yes
486,SUMMIT CLASSICAL CHRISTIAN SCHOOL,32725 SE 42ND ST,FALL CITY,WA,98024,(425) 222-0564,105,KING,47.568518254,-121.90400725,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1504048,3,93,yes
487,SYNERGY LEARNING ACADEMY,1555 NW SAMMAMISH RD,ISSAQUAH,WA,98027,(425) 882-3030,28,KING,47.551607655,-122.060750799,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703784,1,23,yes
488,TACOMA CHRISTIAN ACADEMY,2014 S 15TH ST,TACOMA,WA,98405,(253) 572-1742,307,PIERCE,47.245461755,-122.4643006,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703785,3,286,yes
489,THE BRIDGE SCHOOL,1005 SW 152ND ST,BURIEN,WA,98166,(206) 922-1202,42,KING,47.510892598,-122.367498809,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703786,1,38,yes
490,THE EASTSIDE MONTESSORI SCHOOL,1934 108TH AVE NE,BELLEVUE,WA,98004,(425) 213-5629,14,KING,47.627862677,-122.195431295,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB141086,1,12,yes
491,THE MADRONE SCHOOL,10020 166TH AVE NE,REDMOND,WA,98052,(425) 269-1833,17,KING,47.741449337,-122.040275974,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703787,3,7,yes
492,THE MOOSE PROJECT,801 E 2ND AVE STE 3,SPOKANE,WA,99202,(509) 534-1402,10,SPOKANE,47.654982702,-117.398541543,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703788,1,8,yes
493,THREE POINTS ELEMENTARY SCHOOL CAMPUS,7800 NE 28TH ST,MEDINA,WA,98039,(425) 454-3977,241,KING,47.636068118,-122.235168904,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=BB130554,1,223,yes
494,THREE RIVERS CHRISTIAN SCHOOL,2610 OCEAN BEACH HWY,LONGVIEW,WA,98632,(360) 423-4510,271,COWLITZ,46.148023454,-122.950136233,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703789,3,250,yes
495,WILLOWS PREPARATORY SCHOOL,12280 WOODINVILLE REDMOND RD NE,REDMOND,WA,98052,(425) 649-0791,132,KING,47.709744343,-122.129858544,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A1703793,1,120,yes
